office,district,town,ward,precinct,name,party,votes
US Senate,,Chelsea,3,4,Total Votes Cast,Total Votes Cast,426
US Senate,,Chelsea,3,4,Elizabeth A. Warren,Democratic,325
US Senate,,Chelsea,3,4,Geoff Diehl,Republican,75
US Senate,,Chelsea,3,4,Shiva Ayyadurai,Unenrolled,14
US Senate,,Chelsea,3,4,Blanks,Blanks,12
US Senate,,Chelsea,3,4,All Others,All Others,0
US Senate,,Chelsea,4,1,Total Votes Cast,Total Votes Cast,439
US Senate,,Chelsea,4,1,Elizabeth A. Warren,Democratic,347
US Senate,,Chelsea,4,1,Geoff Diehl,Republican,75
US Senate,,Chelsea,4,1,Shiva Ayyadurai,Unenrolled,12
US Senate,,Chelsea,4,1,Blanks,Blanks,5
US Senate,,Chelsea,4,1,All Others,All Others,0
US Senate,,Chelsea,4,2,Total Votes Cast,Total Votes Cast,543
US Senate,,Chelsea,4,2,Elizabeth A. Warren,Democratic,345
US Senate,,Chelsea,4,2,Geoff Diehl,Republican,154
US Senate,,Chelsea,4,2,Blanks,Blanks,26
US Senate,,Chelsea,4,2,Shiva Ayyadurai,Unenrolled,18
US Senate,,Chelsea,4,2,All Others,All Others,0
US Senate,,Chelsea,4,3,Total Votes Cast,Total Votes Cast,536
US Senate,,Chelsea,4,3,Elizabeth A. Warren,Democratic,373
US Senate,,Chelsea,4,3,Geoff Diehl,Republican,141
US Senate,,Chelsea,4,3,Blanks,Blanks,12
US Senate,,Chelsea,4,3,Shiva Ayyadurai,Unenrolled,10
US Senate,,Chelsea,4,3,All Others,All Others,0
US Senate,,Chelsea,4,4,Total Votes Cast,Total Votes Cast,377
US Senate,,Chelsea,4,4,Elizabeth A. Warren,Democratic,260
US Senate,,Chelsea,4,4,Geoff Diehl,Republican,97
US Senate,,Chelsea,4,4,Shiva Ayyadurai,Unenrolled,11
US Senate,,Chelsea,4,4,Blanks,Blanks,9
US Senate,,Chelsea,4,4,All Others,All Others,0
US Senate,,Cheshire,-,1,Total Votes Cast,Total Votes Cast,1512
US Senate,,Cheshire,-,1,Elizabeth A. Warren,Democratic,879
US Senate,,Cheshire,-,1,Geoff Diehl,Republican,566
US Senate,,Cheshire,-,1,Shiva Ayyadurai,Unenrolled,44
US Senate,,Cheshire,-,1,Blanks,Blanks,21
US Senate,,Cheshire,-,1,All Others,All Others,2
US Senate,,Chester,-,1,Total Votes Cast,Total Votes Cast,575
US Senate,,Chester,-,1,Geoff Diehl,Republican,315
US Senate,,Chester,-,1,Elizabeth A. Warren,Democratic,232
US Senate,,Chester,-,1,Shiva Ayyadurai,Unenrolled,21
US Senate,,Chester,-,1,Blanks,Blanks,7
US Senate,,Chester,-,1,All Others,All Others,0
US Senate,,Chesterfield,-,1,Total Votes Cast,Total Votes Cast,657
US Senate,,Chesterfield,-,1,Elizabeth A. Warren,Democratic,393
US Senate,,Chesterfield,-,1,Geoff Diehl,Republican,228
US Senate,,Chesterfield,-,1,Shiva Ayyadurai,Unenrolled,26
US Senate,,Chesterfield,-,1,Blanks,Blanks,10
US Senate,,Chesterfield,-,1,All Others,All Others,0
US Senate,,Chicopee,1,A,Total Votes Cast,Total Votes Cast,1095
US Senate,,Chicopee,1,A,Elizabeth A. Warren,Democratic,554
US Senate,,Chicopee,1,A,Geoff Diehl,Republican,479
US Senate,,Chicopee,1,A,Shiva Ayyadurai,Unenrolled,43
US Senate,,Chicopee,1,A,Blanks,Blanks,18
US Senate,,Chicopee,1,A,All Others,All Others,1
US Senate,,Chicopee,1,B,Total Votes Cast,Total Votes Cast,1406
US Senate,,Chicopee,1,B,Elizabeth A. Warren,Democratic,754
US Senate,,Chicopee,1,B,Geoff Diehl,Republican,576
US Senate,,Chicopee,1,B,Shiva Ayyadurai,Unenrolled,51
US Senate,,Chicopee,1,B,Blanks,Blanks,24
US Senate,,Chicopee,1,B,All Others,All Others,1
US Senate,,Chicopee,2,A,Total Votes Cast,Total Votes Cast,717
US Senate,,Chicopee,2,A,Elizabeth A. Warren,Democratic,458
US Senate,,Chicopee,2,A,Geoff Diehl,Republican,187
US Senate,,Chicopee,2,A,Shiva Ayyadurai,Unenrolled,60
US Senate,,Chicopee,2,A,Blanks,Blanks,11
US Senate,,Chicopee,2,A,All Others,All Others,1
US Senate,,Chicopee,2,B,Total Votes Cast,Total Votes Cast,1171
US Senate,,Chicopee,2,B,Elizabeth A. Warren,Democratic,599
US Senate,,Chicopee,2,B,Geoff Diehl,Republican,488
US Senate,,Chicopee,2,B,Shiva Ayyadurai,Unenrolled,67
US Senate,,Chicopee,2,B,Blanks,Blanks,16
US Senate,,Chicopee,2,B,All Others,All Others,1
US Senate,,Chicopee,3,A,Total Votes Cast,Total Votes Cast,917
US Senate,,Chicopee,3,A,Elizabeth A. Warren,Democratic,495
US Senate,,Chicopee,3,A,Geoff Diehl,Republican,358
US Senate,,Chicopee,3,A,Shiva Ayyadurai,Unenrolled,40
US Senate,,Chicopee,3,A,Blanks,Blanks,22
US Senate,,Chicopee,3,A,All Others,All Others,2
US Senate,,Chicopee,3,B,Total Votes Cast,Total Votes Cast,754
US Senate,,Chicopee,3,B,Elizabeth A. Warren,Democratic,436
US Senate,,Chicopee,3,B,Geoff Diehl,Republican,267
US Senate,,Chicopee,3,B,Shiva Ayyadurai,Unenrolled,38
US Senate,,Chicopee,3,B,Blanks,Blanks,12
US Senate,,Chicopee,3,B,All Others,All Others,1
US Senate,,Chicopee,4,A,Total Votes Cast,Total Votes Cast,939
US Senate,,Chicopee,4,A,Elizabeth A. Warren,Democratic,519
US Senate,,Chicopee,4,A,Geoff Diehl,Republican,349
US Senate,,Chicopee,4,A,Shiva Ayyadurai,Unenrolled,49
US Senate,,Chicopee,4,A,Blanks,Blanks,21
US Senate,,Chicopee,4,A,All Others,All Others,1
US Senate,,Chicopee,4,B,Total Votes Cast,Total Votes Cast,918
US Senate,,Chicopee,4,B,Elizabeth A. Warren,Democratic,537
US Senate,,Chicopee,4,B,Geoff Diehl,Republican,310
US Senate,,Chicopee,4,B,Shiva Ayyadurai,Unenrolled,41
US Senate,,Chicopee,4,B,Blanks,Blanks,28
US Senate,,Chicopee,4,B,All Others,All Others,2
US Senate,,Chicopee,5,A,Total Votes Cast,Total Votes Cast,1025
US Senate,,Chicopee,5,A,Elizabeth A. Warren,Democratic,580
US Senate,,Chicopee,5,A,Geoff Diehl,Republican,381
US Senate,,Chicopee,5,A,Shiva Ayyadurai,Unenrolled,49
US Senate,,Chicopee,5,A,Blanks,Blanks,12
US Senate,,Chicopee,5,A,All Others,All Others,3
US Senate,,Chicopee,5,B,Total Votes Cast,Total Votes Cast,988
US Senate,,Chicopee,5,B,Elizabeth A. Warren,Democratic,559
US Senate,,Chicopee,5,B,Geoff Diehl,Republican,369
US Senate,,Chicopee,5,B,Shiva Ayyadurai,Unenrolled,44
US Senate,,Chicopee,5,B,Blanks,Blanks,15
US Senate,,Chicopee,5,B,All Others,All Others,1
US Senate,,Chicopee,6,AN,Total Votes Cast,Total Votes Cast,301
US Senate,,Chicopee,6,AN,Elizabeth A. Warren,Democratic,169
US Senate,,Chicopee,6,AN,Geoff Diehl,Republican,118
US Senate,,Chicopee,6,AN,Shiva Ayyadurai,Unenrolled,7
US Senate,,Chicopee,6,AN,Blanks,Blanks,7
US Senate,,Chicopee,6,AN,All Others,All Others,0
US Senate,,Chicopee,6,AS,Total Votes Cast,Total Votes Cast,669
US Senate,,Chicopee,6,AS,Elizabeth A. Warren,Democratic,338
US Senate,,Chicopee,6,AS,Geoff Diehl,Republican,300
US Senate,,Chicopee,6,AS,Shiva Ayyadurai,Unenrolled,23
US Senate,,Chicopee,6,AS,Blanks,Blanks,7
US Senate,,Chicopee,6,AS,All Others,All Others,1
US Senate,,Chicopee,6,BE,Total Votes Cast,Total Votes Cast,1162
US Senate,,Chicopee,6,BE,Geoff Diehl,Republican,611
US Senate,,Chicopee,6,BE,Elizabeth A. Warren,Democratic,473
US Senate,,Chicopee,6,BE,Shiva Ayyadurai,Unenrolled,43
US Senate,,Chicopee,6,BE,Blanks,Blanks,31
US Senate,,Chicopee,6,BE,All Others,All Others,4
US Senate,,Chicopee,6,BW,Total Votes Cast,Total Votes Cast,243
US Senate,,Chicopee,6,BW,Geoff Diehl,Republican,116
US Senate,,Chicopee,6,BW,Elizabeth A. Warren,Democratic,116
US Senate,,Chicopee,6,BW,Shiva Ayyadurai,Unenrolled,7
US Senate,,Chicopee,6,BW,Blanks,Blanks,4
US Senate,,Chicopee,6,BW,All Others,All Others,0
US Senate,,Chicopee,7,A,Total Votes Cast,Total Votes Cast,718
US Senate,,Chicopee,7,A,Elizabeth A. Warren,Democratic,413
US Senate,,Chicopee,7,A,Geoff Diehl,Republican,251
US Senate,,Chicopee,7,A,Shiva Ayyadurai,Unenrolled,36
US Senate,,Chicopee,7,A,Blanks,Blanks,18
US Senate,,Chicopee,7,A,All Others,All Others,0
US Senate,,Chicopee,7,B,Total Votes Cast,Total Votes Cast,820
US Senate,,Chicopee,7,B,Elizabeth A. Warren,Democratic,498
US Senate,,Chicopee,7,B,Geoff Diehl,Republican,268
US Senate,,Chicopee,7,B,Shiva Ayyadurai,Unenrolled,37
US Senate,,Chicopee,7,B,Blanks,Blanks,16
US Senate,,Chicopee,7,B,All Others,All Others,1
US Senate,,Chicopee,8,A,Total Votes Cast,Total Votes Cast,1138
US Senate,,Chicopee,8,A,Elizabeth A. Warren,Democratic,584
US Senate,,Chicopee,8,A,Geoff Diehl,Republican,470
US Senate,,Chicopee,8,A,Shiva Ayyadurai,Unenrolled,60
US Senate,,Chicopee,8,A,Blanks,Blanks,22
US Senate,,Chicopee,8,A,All Others,All Others,2
US Senate,,Chicopee,8,B,Total Votes Cast,Total Votes Cast,986
US Senate,,Chicopee,8,B,Elizabeth A. Warren,Democratic,519
US Senate,,Chicopee,8,B,Geoff Diehl,Republican,411
US Senate,,Chicopee,8,B,Shiva Ayyadurai,Unenrolled,39
US Senate,,Chicopee,8,B,Blanks,Blanks,15
US Senate,,Chicopee,8,B,All Others,All Others,2
US Senate,,Chicopee,9,A,Total Votes Cast,Total Votes Cast,1056
US Senate,,Chicopee,9,A,Elizabeth A. Warren,Democratic,557
US Senate,,Chicopee,9,A,Geoff Diehl,Republican,441
US Senate,,Chicopee,9,A,Shiva Ayyadurai,Unenrolled,41
US Senate,,Chicopee,9,A,Blanks,Blanks,16
US Senate,,Chicopee,9,A,All Others,All Others,1
US Senate,,Chicopee,9,B,Total Votes Cast,Total Votes Cast,1422
US Senate,,Chicopee,9,B,Elizabeth A. Warren,Democratic,720
US Senate,,Chicopee,9,B,Geoff Diehl,Republican,621
US Senate,,Chicopee,9,B,Shiva Ayyadurai,Unenrolled,58
US Senate,,Chicopee,9,B,Blanks,Blanks,18
US Senate,,Chicopee,9,B,All Others,All Others,5
US Senate,,Chilmark,-,1,Total Votes Cast,Total Votes Cast,733
US Senate,,Chilmark,-,1,Elizabeth A. Warren,Democratic,587
US Senate,,Chilmark,-,1,Geoff Diehl,Republican,107
US Senate,,Chilmark,-,1,Shiva Ayyadurai,Unenrolled,27
US Senate,,Chilmark,-,1,Blanks,Blanks,11
US Senate,,Chilmark,-,1,All Others,All Others,1
US Senate,,Clarksburg,-,1,Total Votes Cast,Total Votes Cast,715
US Senate,,Clarksburg,-,1,Elizabeth A. Warren,Democratic,445
US Senate,,Clarksburg,-,1,Geoff Diehl,Republican,240
US Senate,,Clarksburg,-,1,Shiva Ayyadurai,Unenrolled,16
US Senate,,Clarksburg,-,1,Blanks,Blanks,14
US Senate,,Clarksburg,-,1,All Others,All Others,0
US Senate,,Clinton,-,1,Total Votes Cast,Total Votes Cast,1531
US Senate,,Clinton,-,1,Elizabeth A. Warren,Democratic,824
US Senate,,Clinton,-,1,Geoff Diehl,Republican,620
US Senate,,Clinton,-,1,Shiva Ayyadurai,Unenrolled,70
US Senate,,Clinton,-,1,Blanks,Blanks,17
US Senate,,Clinton,-,1,All Others,All Others,0
US Senate,,Clinton,-,2,Total Votes Cast,Total Votes Cast,1363
US Senate,,Clinton,-,2,Elizabeth A. Warren,Democratic,739
US Senate,,Clinton,-,2,Geoff Diehl,Republican,536
US Senate,,Clinton,-,2,Shiva Ayyadurai,Unenrolled,63
US Senate,,Clinton,-,2,Blanks,Blanks,22
US Senate,,Clinton,-,2,All Others,All Others,3
US Senate,,Clinton,-,3,Total Votes Cast,Total Votes Cast,1393
US Senate,,Clinton,-,3,Elizabeth A. Warren,Democratic,701
US Senate,,Clinton,-,3,Geoff Diehl,Republican,610
US Senate,,Clinton,-,3,Shiva Ayyadurai,Unenrolled,64
US Senate,,Clinton,-,3,Blanks,Blanks,18
US Senate,,Clinton,-,3,All Others,All Others,0
US Senate,,Clinton,-,4,Total Votes Cast,Total Votes Cast,1314
US Senate,,Clinton,-,4,Elizabeth A. Warren,Democratic,649
US Senate,,Clinton,-,4,Geoff Diehl,Republican,580
US Senate,,Clinton,-,4,Shiva Ayyadurai,Unenrolled,64
US Senate,,Clinton,-,4,Blanks,Blanks,20
US Senate,,Clinton,-,4,All Others,All Others,1
US Senate,,Cohasset,-,1,Total Votes Cast,Total Votes Cast,2117
US Senate,,Cohasset,-,1,Elizabeth A. Warren,Democratic,1097
US Senate,,Cohasset,-,1,Geoff Diehl,Republican,904
US Senate,,Cohasset,-,1,Shiva Ayyadurai,Unenrolled,64
US Senate,,Cohasset,-,1,Blanks,Blanks,46
US Senate,,Cohasset,-,1,All Others,All Others,6
US Senate,,Cohasset,-,2,Total Votes Cast,Total Votes Cast,2349
US Senate,,Cohasset,-,2,Elizabeth A. Warren,Democratic,1247
US Senate,,Cohasset,-,2,Geoff Diehl,Republican,1011
US Senate,,Cohasset,-,2,Shiva Ayyadurai,Unenrolled,58
US Senate,,Cohasset,-,2,Blanks,Blanks,29
US Senate,,Cohasset,-,2,All Others,All Others,4
US Senate,,Colrain,-,1,Total Votes Cast,Total Votes Cast,752
US Senate,,Colrain,-,1,Elizabeth A. Warren,Democratic,484
US Senate,,Colrain,-,1,Geoff Diehl,Republican,218
US Senate,,Colrain,-,1,Shiva Ayyadurai,Unenrolled,41
US Senate,,Colrain,-,1,Blanks,Blanks,9
US Senate,,Colrain,-,1,All Others,All Others,0
US Senate,,Concord,-,1,Total Votes Cast,Total Votes Cast,1960
US Senate,,Concord,-,1,Elizabeth A. Warren,Democratic,1412
US Senate,,Concord,-,1,Geoff Diehl,Republican,456
US Senate,,Concord,-,1,Shiva Ayyadurai,Unenrolled,58
US Senate,,Concord,-,1,Blanks,Blanks,34
US Senate,,Concord,-,1,All Others,All Others,0
US Senate,,Concord,-,2,Total Votes Cast,Total Votes Cast,2418
US Senate,,Concord,-,2,Elizabeth A. Warren,Democratic,1809
US Senate,,Concord,-,2,Geoff Diehl,Republican,497
US Senate,,Concord,-,2,Shiva Ayyadurai,Unenrolled,79
US Senate,,Concord,-,2,Blanks,Blanks,31
US Senate,,Concord,-,2,All Others,All Others,2
US Senate,,Concord,-,3,Total Votes Cast,Total Votes Cast,2144
US Senate,,Concord,-,3,Elizabeth A. Warren,Democratic,1573
US Senate,,Concord,-,3,Geoff Diehl,Republican,504
US Senate,,Concord,-,3,Shiva Ayyadurai,Unenrolled,37
US Senate,,Concord,-,3,Blanks,Blanks,30
US Senate,,Concord,-,3,All Others,All Others,0
US Senate,,Concord,-,4,Total Votes Cast,Total Votes Cast,2241
US Senate,,Concord,-,4,Elizabeth A. Warren,Democratic,1619
US Senate,,Concord,-,4,Geoff Diehl,Republican,500
US Senate,,Concord,-,4,Shiva Ayyadurai,Unenrolled,85
US Senate,,Concord,-,4,Blanks,Blanks,36
US Senate,,Concord,-,4,All Others,All Others,1
US Senate,,Concord,-,5,Total Votes Cast,Total Votes Cast,1428
US Senate,,Concord,-,5,Elizabeth A. Warren,Democratic,1014
US Senate,,Concord,-,5,Geoff Diehl,Republican,346
US Senate,,Concord,-,5,Shiva Ayyadurai,Unenrolled,40
US Senate,,Concord,-,5,Blanks,Blanks,27
US Senate,,Concord,-,5,All Others,All Others,1
US Senate,,Conway,-,1,Total Votes Cast,Total Votes Cast,1116
US Senate,,Conway,-,1,Elizabeth A. Warren,Democratic,828
US Senate,,Conway,-,1,Geoff Diehl,Republican,244
US Senate,,Conway,-,1,Shiva Ayyadurai,Unenrolled,30
US Senate,,Conway,-,1,Blanks,Blanks,14
US Senate,,Conway,-,1,All Others,All Others,0
US Senate,,Cummington,-,1,Total Votes Cast,Total Votes Cast,485
US Senate,,Cummington,-,1,Elizabeth A. Warren,Democratic,346
US Senate,,Cummington,-,1,Geoff Diehl,Republican,113
US Senate,,Cummington,-,1,Shiva Ayyadurai,Unenrolled,22
US Senate,,Cummington,-,1,Blanks,Blanks,4
US Senate,,Cummington,-,1,All Others,All Others,0
US Senate,,Dalton,-,1,Total Votes Cast,Total Votes Cast,1477
US Senate,,Dalton,-,1,Elizabeth A. Warren,Democratic,958
US Senate,,Dalton,-,1,Geoff Diehl,Republican,444
US Senate,,Dalton,-,1,Blanks,Blanks,39
US Senate,,Dalton,-,1,Shiva Ayyadurai,Unenrolled,36
US Senate,,Dalton,-,1,All Others,All Others,0
US Senate,,Dalton,-,2,Total Votes Cast,Total Votes Cast,1459
US Senate,,Dalton,-,2,Elizabeth A. Warren,Democratic,987
US Senate,,Dalton,-,2,Geoff Diehl,Republican,411
US Senate,,Dalton,-,2,Shiva Ayyadurai,Unenrolled,34
US Senate,,Dalton,-,2,Blanks,Blanks,26
US Senate,,Dalton,-,2,All Others,All Others,1
US Senate,,Danvers,-,1,Total Votes Cast,Total Votes Cast,1632
US Senate,,Danvers,-,1,Elizabeth A. Warren,Democratic,874
US Senate,,Danvers,-,1,Geoff Diehl,Republican,665
US Senate,,Danvers,-,1,Shiva Ayyadurai,Unenrolled,60
US Senate,,Danvers,-,1,Blanks,Blanks,31
US Senate,,Danvers,-,1,All Others,All Others,2
US Senate,,Danvers,-,2,Total Votes Cast,Total Votes Cast,1628
US Senate,,Danvers,-,2,Elizabeth A. Warren,Democratic,808
US Senate,,Danvers,-,2,Geoff Diehl,Republican,726
US Senate,,Danvers,-,2,Shiva Ayyadurai,Unenrolled,69
US Senate,,Danvers,-,2,Blanks,Blanks,22
US Senate,,Danvers,-,2,All Others,All Others,3
US Senate,,Danvers,-,3,Total Votes Cast,Total Votes Cast,1356
US Senate,,Danvers,-,3,Geoff Diehl,Republican,637
US Senate,,Danvers,-,3,Elizabeth A. Warren,Democratic,624
US Senate,,Danvers,-,3,Shiva Ayyadurai,Unenrolled,65
US Senate,,Danvers,-,3,Blanks,Blanks,27
US Senate,,Danvers,-,3,All Others,All Others,3
US Senate,,Danvers,-,4,Total Votes Cast,Total Votes Cast,1632
US Senate,,Danvers,-,4,Elizabeth A. Warren,Democratic,831
US Senate,,Danvers,-,4,Geoff Diehl,Republican,700
US Senate,,Danvers,-,4,Shiva Ayyadurai,Unenrolled,60
US Senate,,Danvers,-,4,Blanks,Blanks,41
US Senate,,Danvers,-,4,All Others,All Others,0
US Senate,,Danvers,-,5,Total Votes Cast,Total Votes Cast,1652
US Senate,,Danvers,-,5,Geoff Diehl,Republican,809
US Senate,,Danvers,-,5,Elizabeth A. Warren,Democratic,761
US Senate,,Danvers,-,5,Shiva Ayyadurai,Unenrolled,54
US Senate,,Danvers,-,5,Blanks,Blanks,27
US Senate,,Danvers,-,5,All Others,All Others,1
US Senate,,Danvers,-,6,Total Votes Cast,Total Votes Cast,1738
US Senate,,Danvers,-,6,Geoff Diehl,Republican,851
US Senate,,Danvers,-,6,Elizabeth A. Warren,Democratic,784
US Senate,,Danvers,-,6,Shiva Ayyadurai,Unenrolled,58
US Senate,,Danvers,-,6,Blanks,Blanks,42
US Senate,,Danvers,-,6,All Others,All Others,3
US Senate,,Danvers,-,7,Total Votes Cast,Total Votes Cast,1637
US Senate,,Danvers,-,7,Elizabeth A. Warren,Democratic,822
US Senate,,Danvers,-,7,Geoff Diehl,Republican,711
US Senate,,Danvers,-,7,Shiva Ayyadurai,Unenrolled,83
US Senate,,Danvers,-,7,Blanks,Blanks,19
US Senate,,Danvers,-,7,All Others,All Others,2
US Senate,,Danvers,-,8,Total Votes Cast,Total Votes Cast,1429
US Senate,,Danvers,-,8,Elizabeth A. Warren,Democratic,685
US Senate,,Danvers,-,8,Geoff Diehl,Republican,662
US Senate,,Danvers,-,8,Shiva Ayyadurai,Unenrolled,61
US Senate,,Danvers,-,8,Blanks,Blanks,20
US Senate,,Danvers,-,8,All Others,All Others,1
US Senate,,Dartmouth,-,1,Total Votes Cast,Total Votes Cast,1612
US Senate,,Dartmouth,-,1,Geoff Diehl,Republican,871
US Senate,,Dartmouth,-,1,Elizabeth A. Warren,Democratic,660
US Senate,,Dartmouth,-,1,Shiva Ayyadurai,Unenrolled,54
US Senate,,Dartmouth,-,1,Blanks,Blanks,25
US Senate,,Dartmouth,-,1,All Others,All Others,2
US Senate,,Dartmouth,-,2,Total Votes Cast,Total Votes Cast,1023
US Senate,,Dartmouth,-,2,Elizabeth A. Warren,Democratic,503
US Senate,,Dartmouth,-,2,Geoff Diehl,Republican,480
US Senate,,Dartmouth,-,2,Shiva Ayyadurai,Unenrolled,27
US Senate,,Dartmouth,-,2,Blanks,Blanks,13
US Senate,,Dartmouth,-,2,All Others,All Others,0
US Senate,,Dartmouth,-,3,Total Votes Cast,Total Votes Cast,168
US Senate,,Dartmouth,-,3,Elizabeth A. Warren,Democratic,140
US Senate,,Dartmouth,-,3,Geoff Diehl,Republican,17
US Senate,,Dartmouth,-,3,Shiva Ayyadurai,Unenrolled,10
US Senate,,Dartmouth,-,3,Blanks,Blanks,1
US Senate,,Dartmouth,-,3,All Others,All Others,0
US Senate,,Dartmouth,-,4,Total Votes Cast,Total Votes Cast,1486
US Senate,,Dartmouth,-,4,Elizabeth A. Warren,Democratic,821
US Senate,,Dartmouth,-,4,Geoff Diehl,Republican,595
US Senate,,Dartmouth,-,4,Shiva Ayyadurai,Unenrolled,46
US Senate,,Dartmouth,-,4,Blanks,Blanks,22
US Senate,,Dartmouth,-,4,All Others,All Others,2
US Senate,,Dartmouth,-,5,Total Votes Cast,Total Votes Cast,1692
US Senate,,Dartmouth,-,5,Elizabeth A. Warren,Democratic,895
US Senate,,Dartmouth,-,5,Geoff Diehl,Republican,711
US Senate,,Dartmouth,-,5,Shiva Ayyadurai,Unenrolled,55
US Senate,,Dartmouth,-,5,Blanks,Blanks,30
US Senate,,Dartmouth,-,5,All Others,All Others,1
US Senate,,Dartmouth,-,6,Total Votes Cast,Total Votes Cast,1205
US Senate,,Dartmouth,-,6,Elizabeth A. Warren,Democratic,634
US Senate,,Dartmouth,-,6,Geoff Diehl,Republican,504
US Senate,,Dartmouth,-,6,Shiva Ayyadurai,Unenrolled,46
US Senate,,Dartmouth,-,6,Blanks,Blanks,21
US Senate,,Dartmouth,-,6,All Others,All Others,0
US Senate,,Dartmouth,-,7,Total Votes Cast,Total Votes Cast,1610
US Senate,,Dartmouth,-,7,Elizabeth A. Warren,Democratic,806
US Senate,,Dartmouth,-,7,Geoff Diehl,Republican,733
US Senate,,Dartmouth,-,7,Shiva Ayyadurai,Unenrolled,41
US Senate,,Dartmouth,-,7,Blanks,Blanks,29
US Senate,,Dartmouth,-,7,All Others,All Others,1
US Senate,,Dartmouth,-,8,Total Votes Cast,Total Votes Cast,2042
US Senate,,Dartmouth,-,8,Elizabeth A. Warren,Democratic,1176
US Senate,,Dartmouth,-,8,Geoff Diehl,Republican,773
US Senate,,Dartmouth,-,8,Shiva Ayyadurai,Unenrolled,55
US Senate,,Dartmouth,-,8,Blanks,Blanks,37
US Senate,,Dartmouth,-,8,All Others,All Others,1
US Senate,,Dartmouth,-,9,Total Votes Cast,Total Votes Cast,2128
US Senate,,Dartmouth,-,9,Elizabeth A. Warren,Democratic,1140
US Senate,,Dartmouth,-,9,Geoff Diehl,Republican,899
US Senate,,Dartmouth,-,9,Shiva Ayyadurai,Unenrolled,60
US Senate,,Dartmouth,-,9,Blanks,Blanks,29
US Senate,,Dartmouth,-,9,All Others,All Others,0
US Senate,,Dedham,-,1,Total Votes Cast,Total Votes Cast,1785
US Senate,,Dedham,-,1,Elizabeth A. Warren,Democratic,1173
US Senate,,Dedham,-,1,Geoff Diehl,Republican,537
US Senate,,Dedham,-,1,Shiva Ayyadurai,Unenrolled,43
US Senate,,Dedham,-,1,Blanks,Blanks,31
US Senate,,Dedham,-,1,All Others,All Others,1
US Senate,,Dedham,-,2,Total Votes Cast,Total Votes Cast,1808
US Senate,,Dedham,-,2,Elizabeth A. Warren,Democratic,1020
US Senate,,Dedham,-,2,Geoff Diehl,Republican,689
US Senate,,Dedham,-,2,Shiva Ayyadurai,Unenrolled,60
US Senate,,Dedham,-,2,Blanks,Blanks,36
US Senate,,Dedham,-,2,All Others,All Others,3
US Senate,,Dedham,-,3,Total Votes Cast,Total Votes Cast,1518
US Senate,,Dedham,-,3,Elizabeth A. Warren,Democratic,935
US Senate,,Dedham,-,3,Geoff Diehl,Republican,514
US Senate,,Dedham,-,3,Shiva Ayyadurai,Unenrolled,46
US Senate,,Dedham,-,3,Blanks,Blanks,22
US Senate,,Dedham,-,3,All Others,All Others,1
US Senate,,Dedham,-,4,Total Votes Cast,Total Votes Cast,1744
US Senate,,Dedham,-,4,Elizabeth A. Warren,Democratic,1015
US Senate,,Dedham,-,4,Geoff Diehl,Republican,637
US Senate,,Dedham,-,4,Shiva Ayyadurai,Unenrolled,51
US Senate,,Dedham,-,4,Blanks,Blanks,40
US Senate,,Dedham,-,4,All Others,All Others,1
US Senate,,Dedham,-,5,Total Votes Cast,Total Votes Cast,1856
US Senate,,Dedham,-,5,Elizabeth A. Warren,Democratic,983
US Senate,,Dedham,-,5,Geoff Diehl,Republican,772
US Senate,,Dedham,-,5,Shiva Ayyadurai,Unenrolled,67
US Senate,,Dedham,-,5,Blanks,Blanks,30
US Senate,,Dedham,-,5,All Others,All Others,4
US Senate,,Dedham,-,6,Total Votes Cast,Total Votes Cast,1894
US Senate,,Dedham,-,6,Elizabeth A. Warren,Democratic,1109
US Senate,,Dedham,-,6,Geoff Diehl,Republican,694
US Senate,,Dedham,-,6,Shiva Ayyadurai,Unenrolled,63
US Senate,,Dedham,-,6,Blanks,Blanks,26
US Senate,,Dedham,-,6,All Others,All Others,2
US Senate,,Dedham,-,7,Total Votes Cast,Total Votes Cast,1834
US Senate,,Dedham,-,7,Elizabeth A. Warren,Democratic,922
US Senate,,Dedham,-,7,Geoff Diehl,Republican,822
US Senate,,Dedham,-,7,Shiva Ayyadurai,Unenrolled,48
US Senate,,Dedham,-,7,Blanks,Blanks,40
US Senate,,Dedham,-,7,All Others,All Others,2
US Senate,,Deerfield,-,1,Total Votes Cast,Total Votes Cast,2653
